Plot ID,Year,Biomass,Shadow,,,,
9003105801,1990,2.877671297,3.210456365,1,0.125,0,130.6
9003105801,1999,7.16904675,7.61858838,1,0.125,0,145.89
9003105802,1999,7.278747667,7.438587687,1,0.125,0,195.86
9003105901,1990,2.308464826,2.666935703,1,0.125,0,154.33
9003105901,1999,4.389378359,5.023331255,1,0.125,0,180.71
9003105902,1990,2.996150425,3.28972503,1,0.125,0,161.25
9003105902,1999,4.868844558,5.447722723,1,0.125,0,168.13
9003106001,1990,4.830016326,4.953311438,1,0.125,0,164
9003106001,1999,9.752065526,9.850777925,1,0.125,0,196.29
9003106002,1990,2.588342435,2.928467008,1,0.125,0,163
9003106002,1999,3.266719504,3.762069769,1,0.125,0,163.4
9003106101,1990,4.106597084,4.340122817,1,0.125,0,105
9003106101,1999,9.744616322,9.898881991,1,0.125,0,120.63
9003106102,1990,2.133761085,2.488040851,1,0.125,0,120
9003106201,1990,2.935762796,3.20839548,0.8,0.25,0.32,65.4
9003106201,1999,5.915569808,6.272780352,0.88,0.25,0.22,69.13
9003106202,1990,4.415672044,4.724502962,0.8,0.25,0.32,65.4
9003106202,1999,10.63978605,11.41152115,0.56,0.25,0.49,73
9003200101,1990,3.567514285,3.862349407,1,0.125,0,108.67
9003200101,1999,6.840613996,7.339212828,1,0.125,0,117.43
9003200102,1990,5.167115678,5.260534067,1,0.125,0,103
9003200102,1999,11.35473163,11.28917497,1,0.125,0,149.67
9003200201,1990,2.279441996,2.624210043,1,0.125,0,135.6
9003200201,1999,6.581088686,6.999770025,1,0.125,0,156.89
9003200202,1990,4.804533029,4.935014802,1,0.125,0,153.8
9003200202,1999,8.427544726,8.822295888,1,0.125,0,170.29
9003200401,1990,4.356251539,4.541838198,1,0.125,0,174.8
9003200401,1999,7.033894375,7.478649276,1,0.125,0,183.67
9003200402,1990,3.197715247,3.48555935,1,0.125,0,159.67
9003200402,1999,5.855672478,6.381605122,1,0.125,0,198.29
9003200501,1990,3.189514609,3.484202182,1,0.125,0,165
9003200501,1999,4.955786332,5.471397765,1,0.125,0,187
9003200502,1990,3.959318058,4.263065833,0.8,0.25,0.32,121.67
9003200502,1999,6.336705895,6.944980649,0.89,0.25,0.2,149
9003200601,1990,5.567941931,5.55725121,1,0.125,0,117
9003200601,1999,9.694372987,9.636898297,1,0.125,0,124.13
9003200602,1990,3.75364971,4.005103377,1,0.125,0,104.8
9003200701,1990,3.452464053,3.73869632,1,0.125,0,201.5
9003200701,1999,7.781595039,8.130793646,1,0.125,0,186.25
9003200702,1990,3.123045769,3.381258474,1,0.125,0,206.8
9003200702,1999,7.050899572,7.454974234,1,0.125,0,212
9003200801,1990,4.603206227,4.788742248,1,0.125,0,131
9003200801,1999,7.327350387,7.6389459,1,0.125,0,159
9003200802,1990,2.400755126,2.753442598,1,0.125,0,190
9003200802,1999,3.780450434,4.349723524,1,0.125,0,185.29
9003200901,1990,2.973851538,3.904622677,0,0.125,0,75.8
9003200901,1999,6.935465598,8.826467923,0,0.125,0,80.11
9003200902,1990,4.708034285,5.705283055,0,0.125,0,63.8
9003200902,1999,8.241989725,9.996195965,0,0.125,0,73.5
9003201001,1990,7.330012613,6.821227031,0.8,0.25,0.32,65.2
9003201001,1999,16.64524075,14.77277397,0.67,0.25,0.44,70.11
9003201002,1990,4.524493463,4.728122076,1,0.125,0,49.4
9003201002,1999,18.63502671,17.15405093,1,0.125,0,57.75
9003201101,1990,4.917897365,5.054194261,1,0.125,0,109.4
9003201101,1999,10.49572502,10.58957999,1,0.125,0,114.63
9003201102,1990,4.748254443,4.867457994,1,0.125,0,115.75
9003201102,1999,9.584685556,9.741651562,1,0.125,0,123
9003201201,1990,3.24192634,3.546028725,1,0.125,0,171
9003201201,1999,5.482172153,5.990137544,1,0.25,0.22,163.67
9003201202,1990,2.483390454,2.813761177,1,0.125,0,174.75
9003201202,1999,4.115786257,4.659660489,1,0.125,0,180.43
9003201301,1990,5.048577128,5.574944659,0.2,0.25,0.32,65.6
9003201301,1999,9.276480642,10.18504338,0.33,0.25,0.44,69.67
9003201302,1990,3.263736536,3.84762162,0.6,0.25,0.48,60
9003201302,1999,7.789231691,8.8698973,0.56,0.25,0.49,69.63
9003201401,1990,3.509159523,3.790369236,1,0.125,0,170
9003201401,1999,5.902827559,6.440214674,1,0.125,0,152.29
9003201402,1990,1.944382165,2.226660342,1,0.125,0,77.25
9003201402,1999,2.017609894,2.299193433,1,0.125,0,86.25
9003201501,1990,2.281141224,2.633710219,1,0.125,0,131.6
9003201501,1999,4.666419236,5.200768408,1,0.125,0,150.71
9003201502,1990,2.224198675,2.581031993,1,0.125,0,108
9003201502,1999,4.415730913,5.024839219,1,0.125,0,136
9003201601,1990,2.452576451,2.910019576,0.8,0.25,0.32,108
9003201601,1999,5.432935287,6.120174348,0.89,0.25,0.2,120.38
9003201602,1990,6.974412155,6.725622084,1,0.125,0,130.4
9003201602,1999,13.15970346,12.67811078,1,0.125,0,133.89
9003201701,1990,2.551566953,2.893834091,1,0.125,0,179
9003201701,1999,4.945137088,5.638882353,1,0.125,0,171.86
9003201702,1990,3.780798859,4.034860542,1,0.125,0,173
9003201702,1999,6.109199308,6.630921915,1,0.125,0,186.14
9003201801,1990,1.924861484,2.281148125,1,0.125,0,162.33
9003201801,1999,2.075945745,2.434658908,1,0.125,0,171.33
9003201802,1990,4.770345998,4.913752503,1,0.125,0,54
9003201901,1990,2.608342124,3.03337107,0.8,0.25,0.32,51.6
9003201901,1999,7.315186872,7.780292437,0.89,0.25,0.2,69.11
9003201902,1990,17.76019108,15.04878173,1,0.125,0,101.5
9003201902,1999,13.46531708,11.09826667,1,0.125,0,99
9003202001,1990,2.896368038,3.515115454,0.6,0.25,0.48,50.4
9003202001,1999,6.860898729,7.996031887,0.56,0.25,0.49,58.78
9003202002,1990,4.331560952,4.517308643,1,0.125,0,119.2
9003202002,1999,11.52141512,11.53195725,1,0.125,0,138.22
9003202101,1990,2.939283928,3.604789074,0.4,0.25,0.48,89
9003202101,1999,5.154790851,5.999034535,0.63,0.25,0.47,109.5
9003202102,1990,6.971276186,6.818713757,1,0.125,0,48.6
9003202102,1999,15.64306048,14.89321006,1,0.125,0,60.56
9003202201,1990,5.713670057,5.986417899,0.8,0.25,0.32,77.8
9003202201,1999,6.470129141,6.977150558,0.67,0.25,0.44,103.5
9003202202,1990,1.803229782,2.413999795,0.4,0.25,0.48,60.4
9003202202,1999,1.495946473,1.701989236,0.5,0.25,0.5,72
9003202301,1990,1.762521059,2.553637305,0,0.125,0,64.6
9003202301,1999,5.54979067,6.51169219,0.38,0.25,0.47,73.38
9003202401,1990,2.106432416,2.616770751,0.6,0.25,0.48,69.6
9003202401,1999,4.793789406,5.508342895,0.75,0.25,0.38,78
9003202402,1990,3.055082788,3.720801808,0.4,0.25,0.48,65.2
9003202402,1999,6.267985874,7.279095311,0.56,0.25,0.49,74.44
9003202601,1990,8.348681258,7.848754024,1,0.125,0,122.25
9003202601,1999,15.65846738,14.6056915,1,0.125,0,137.14
9003202602,1990,2.430265719,2.767165075,1,0.125,0,71.8
9003202602,1999,4.615379736,5.223438141,1,0.125,0,78.11
9003202701,1990,2.048601608,2.865233031,0,0.125,0,65
9003202701,1999,4.731310773,6.192305315,0.11,0.25,0.2,76.33
9003202702,1990,2.507535507,2.856034448,1,0.125,0,68.8
9003202702,1999,5.420267045,6.009238428,1,0.125,0,74.67
9003202801,1990,2.423284157,3.287513349,0,0.125,0,77.6
9003202801,1999,1.215487468,1.569589955,0,0.125,0,91
9003202802,1990,4.042836279,4.57064032,0.6,0.25,0.48,60
9003202902,1990,2.419295,2.416161211,1,0.125,0,127.5
9003203001,1990,1.845247547,2.633458891,0,0.125,0,31.4
9003203001,1999,3.240143896,4.174095929,0,0.125,0,41
9003203002,1990,0.717935933,1.037730885,0,0.125,0,29.5
9003203002,1999,1.078863286,1.450159169,0,0.125,0,38.5
9003203101,1990,2.668994538,3.248054945,0.6,0.25,0.48,66.2
9003203101,1999,5.448307313,6.281325484,0.78,0.25,0.35,72.89
9003203102,1990,2.880699366,3.477918997,0.6,0.25,0.48,64.4
9003203102,1999,7.161449462,7.886051012,0.78,0.25,0.35,73.78
9003203301,1990,1.6468707,1.752053657,1,0.125,0,74
9003203301,1999,2.034003762,2.099739999,1,0.125,0,83
9003203302,1990,0.572868456,0.641839945,1,0.125,0,160
9003203302,1999,0.738506425,0.798014799,1,0.125,0,169
9003203401,1990,2.957472472,3.899093474,0,0.125,0,45.8
9003203401,1999,5.897920932,7.470003613,0,0.125,0,57.75
9003203402,1990,4.588727687,5.543428202,0,0.125,0,44.6
9003203402,1999,8.313209689,10.05671561,0,0.125,0,54
9003203501,1990,3.739071772,3.993240723,1,0.125,0,132
9003203501,1999,8.557551779,8.814756066,1,0.125,0,147.89
9003203502,1990,2.957346843,3.281682553,1,0.125,0,86.75
9003203502,1999,7.842420061,8.187191517,1,0.125,0,108.75
9003203601,1990,1.707425631,1.991267088,1,0.125,0,172
9003203601,1999,1.726986507,2.010971157,1,0.125,0,181
9003203602,1990,3.433081308,3.733921099,1,0.125,0,104.4
9003203602,1999,4.514642738,4.948536217,1,0.125,0,112.14
9003203701,1990,2.089351417,2.749019236,0.4,0.25,0.48,49.5
9003203701,1999,4.253318201,4.978896568,0.75,0.25,0.38,57.43
9003203702,1990,2.450354927,2.795162948,1,0.125,0,55.2
9003203702,1999,3.927147308,4.481268292,1,0.125,0,61.88
9003203801,1990,3.3006147,3.574830847,1,0.125,0,140.2
9003203801,1999,9.744509346,9.82846005,1,0.125,0,152.5
9003203802,1990,7.027271566,6.736931817,1,0.125,0,137.75
9003203802,1999,8.593737852,8.707941915,1,0.125,0,144.43
9003203901,1990,2.863426044,3.192008932,1,0.125,0,175
9003203901,1999,1.76290631,1.960454347,1,0.125,0,184
9003203902,1990,2.736440144,3.074639031,1,0.125,0,166
9003203902,1999,4.282173814,4.920638874,1,0.125,0,160.71
9003204001,1990,4.554251565,4.744257296,1,0.125,0,100.4
9003204002,1990,2.176593942,2.718457822,0.6,0.25,0.48,64.6
9003204002,1999,3.950305229,5.006291256,0.38,0.25,0.47,69.88
9003204101,1990,2.16206113,2.503422088,1,0.125,0,156.6
9003204101,1999,2.89730753,3.304151224,1,0.125,0,165.17
9003204102,1990,3.867622376,4.304534856,0.8,0.25,0.32,137.2
9003204102,1999,7.348059632,7.978237907,0.89,0.25,0.2,147.78
9003204201,1990,2.927093077,3.235739902,1,0.125,0,123.67
9003204201,1999,4.22023119,4.750641013,1,0.125,0,136.33
9003204202,1990,2.626677492,2.955710899,1,0.125,0,195
9003204202,1999,3.88804408,4.350678569,1,0.125,0,186.5
9003204301,1990,3.332779904,3.651586239,1,0.125,0,153.25
9003204301,1999,5.605964734,6.082776829,1,0.125,0,163
9003204302,1990,6.679898613,6.530089357,1,0.125,0,130.4
9003204302,1999,12.89326872,12.38722443,1,0.125,0,150.75
9003204401,1990,4.08336976,4.29870406,1,0.125,0,229
9003204401,1999,0.711455026,0.772882058,1,0.125,0,NA
9003204402,1990,3.626996238,3.928699843,1,0.125,0,45.8
9003204402,1999,4.339103248,4.581748991,1,0.125,0,54.8
9003204501,1990,2.330640176,2.677994109,1,0.125,0,61
9003204502,1990,3.784328549,4.530076076,0.4,0.25,0.48,64.6
9003204601,1990,2.916343926,3.246697777,1,0.125,0,149.6
9003204601,1999,5.857116991,6.417142818,1,0.125,0,143.78
9003204602,1990,6.238336252,6.079610103,1,0.125,0,123.5
9003204602,1999,7.787209555,8.165376298,1,0.125,0,130.22
9003300101,1990,9.266793391,8.858688097,0.8,0.375,0.56,59.8
9003300101,1999,10.88899641,10.17700091,0.8,0.25,0.32,69
9003300102,1990,12.50744164,11.5199438,0.6,0.25,0.48,82
9003300102,1999,21.95197134,20.31343757,0.67,0.25,0.44,87.44
9003300201,1990,5.416929286,6.201654695,0.2,0.25,0.32,52.6
9003300201,1999,14.23825283,14.9056759,0.33,0.25,0.44,63
9003300202,1990,2.966329644,3.883511175,0,0.125,0,57.8
9003300202,1999,6.410466731,8.150045326,0,0.125,0,63.11
9003300301,1990,4.293576169,4.493231477,1,0.125,0,126
9003300301,1999,6.758367368,7.145238331,1,0.125,0,117.13
9003300401,1990,3.93411209,4.541235013,0.6,0.25,0.48,55.4
9003300401,1999,8.322443274,9.362297966,0.56,0.25,0.49,64.33
9003300402,1990,2.351056371,3.221615302,0,0.125,0,60.2
9003300402,1999,4.653643192,6.290926191,0,0.125,0,69.78
9003300501,1990,3.182314056,4.103221598,0,0.125,0,69
9003300501,1999,6.107829196,7.64150944,0,0.125,0,80
9003300601,1990,7.498909422,7.206964344,1,0.125,0,88.8
9003300601,1999,12.60698716,12.05828712,1,0.125,0,92.88
9003300602,1990,2.872045009,3.206736719,1,0.125,0,62
9003300602,1999,6.449310429,6.970012859,1,0.125,0,68.33
9003300701,1990,3.432030071,3.728391896,1,0.125,0,188.8
9003300701,1999,3.013648531,3.336622726,1,0.125,0,198.2
9003300702,1990,3.020828039,3.287714411,1,0.125,0,189.5
9003300702,1999,6.403042821,6.884963663,1,0.125,0,207.13
9003300801,1990,4.581095257,4.761146498,1,0.125,0,145.5
9003300801,1999,11.65300488,11.38674027,1,0.125,0,160
9003300802,1990,8.21540032,7.362385216,0.6,0.25,0.48,98.2
9003300802,1999,21.47170018,18.96803166,0.78,0.25,0.35,116.67
9003300901,1990,2.623571285,2.951337802,1,0.125,0,138.25
9003300901,1999,3.026952504,3.527128904,1,0.125,0,112.71
9003300902,1990,4.769874432,5.378959543,0.4,0.25,0.48,70.8
9003301001,1990,3.831664899,4.072810982,1,0.125,0,89.8
9003301002,1990,13.96149291,13.00709836,0.6,0.25,0.48,95.4
9003301101,1990,2.652392667,3.46676006,0.2,0.25,0.32,39.6
9003301102,1990,2.066554425,2.705589859,0,0.25,0.32,45
9003301401,1990,2.939593541,3.25378521,1,0.125,0,76.8
9003301401,1999,7.637746355,8.031016663,1,0.125,0,89.33
9003301402,1990,2.717547253,3.037744167,1,0.125,0,51.2
9003301402,1999,2.995086865,3.203972117,1,0.125,0,59.5
9003301501,1990,6.779760747,7.662721473,0,0.125,0,58.4
9003301501,1999,12.70995172,14.26192587,0,0.125,0,66.22
9003301502,1990,2.552550083,3.296460605,0.2,0.25,0.32,52.2
9003301502,1999,6.083582601,7.042395154,0.5,0.25,0.5,59.5
9003301601,1990,8.677080821,8.928456587,0,0.25,0.48,57.75
9003301601,1999,15.65143521,15.98924891,0.22,0.375,0.59,64
9003301602,1990,2.605791887,2.943496387,1,0.125,0,51.4
9003301602,1999,5.324757983,5.805210834,1,0.125,0,57.63
9003301702,1990,5.326670269,5.394039188,1,0.125,0,74
9003301702,1999,5.36332131,5.274759198,1,0.125,0,71.67
9003301801,1990,3.188182779,3.498427314,1,0.125,0,55.2
9003301801,1999,8.953568438,9.210797802,1,0.125,0,64.44
9003301802,1990,1.788773124,2.404198026,0.4,0.25,0.48,52.4
9003301802,1999,4.968443102,5.641596689,0.63,0.25,0.47,63.25
9003301901,1990,1.99644109,2.61300084,0.4,0.25,0.48,49.4
9003301901,1999,4.297541416,5.026648777,0.75,0.25,0.38,63.5
9003301902,1990,1.874389296,2.584098188,0.2,0.25,0.32,48.6
9003301902,1999,4.347219556,5.502763427,0.25,0.25,0.38,59.38
9003302001,1990,3.973008967,4.835087023,0,0.125,0,64.6
9003302001,1999,8.491855779,9.832732616,0.13,0.25,0.22,66.88
9003302002,1990,3.53252096,4.493834663,0,0.125,0,55.2
9003302002,1999,8.488319213,10.28994744,0,0.125,0,63.22
9003302101,1990,4.456981081,4.632366332,1,0.125,0,53.6
9003302102,1990,3.487206542,3.778355785,1,0.125,0,59.6
9003302102,1999,7.507383534,7.937120742,1,0.125,0,66.78
9003302201,1990,3.860332759,4.128655933,1,0.125,0,87.2
9003302201,1999,6.679218191,7.173286471,1,0.125,0,88.38
9003302202,1990,3.686721402,4.109002129,0.8,0.25,0.32,100
9003302202,1999,6.887611924,7.529719007,0.89,0.25,0.2,95
9003302301,1990,4.017450659,4.859867906,0.2,0.25,0.32,57.4
9003302301,1999,8.456538186,9.310826112,0.5,0.25,0.5,64.88
9003302302,1990,2.444253386,2.615514114,0.8,0.25,0.32,58.8
9003302302,1999,7.193407989,7.258235136,0.88,0.25,0.22,63.5
9003302401,1990,2.638598304,2.969885766,1,0.125,0,54
9003302401,1999,5.861779657,6.407592376,1,0.125,0,62
9003302402,1990,3.538614346,3.987359661,0.6,0.25,0.48,53
9003302402,1999,7.076356089,7.984370295,0.5,0.25,0.5,61.5
9003302501,1990,10.61759077,11.12169038,0,0.125,0,61.8
9003302501,1999,21.11248439,21.68548418,0,0.125,0,71.44
9003302502,1990,14.8818645,12.74752741,0,0.375,0.56,62.5
9003302502,1999,26.71728722,22.82309258,0,0.25,0.35,75.11
9003302601,1990,3.932299231,4.004349394,1,0.125,0,94.67
9003302601,1999,9.722041938,9.590302195,1,0.125,0,109
9003302602,1990,4.749838182,5.30522008,0.6,0.25,0.48,57
9003302602,1999,7.899873238,8.660390769,0.78,0.25,0.35,64.67
9003302701,1990,2.716754158,3.640527832,0,0.125,0,23.8
9003302701,1999,5.495563373,6.49701467,0,0.125,0,32.8
9003302702,1990,2.840443842,3.157426281,1,0.125,0,72.2
9003302702,1999,6.212722192,6.726476597,1,0.125,0,70.63
9003302801,1990,4.684136348,5.37554149,0.4,0.25,0.48,67.5
9003302801,1999,7.472280106,8.414492029,0.5,0.25,0.5,67.86
9003302802,1990,4.310224444,5.280791056,0,0.125,0,55.6
9003302802,1999,8.498466357,10.2662724,0,0.125,0,65.56
9003302901,1990,5.29469371,5.321305035,1,0.125,0,79.6
9003302901,1999,14.05550977,13.46541903,1,0.125,0,115.44
9003302902,1990,2.54820326,2.976219216,0.8,0.25,0.32,71.6
9003302902,1999,6.49092651,7.052247189,0.89,0.25,0.2,80.11
9003303001,1990,1.888923456,2.694983842,0,0.125,0,28.2
9003303001,1999,4.305626808,5.619982532,0,0.125,0,35.57
9003303002,1990,2.524129925,3.087406464,0.6,0.25,0.48,37
9003303002,1999,6.243282902,6.956591976,0.75,0.25,0.38,44.13
9003303101,1990,8.409835914,6.259862123,0,0.125,0,52
9003303101,1999,16.66216017,11.91854908,0,0.125,0,63.17
9003303102,1990,2.983547834,3.282235474,0.75,0.25,0.38,48
9003303102,1999,15.02736531,14.26122215,0.88,0.25,0.22,57.75
9003303201,1990,3.334227078,3.950565328,0.6,0.25,0.48,54.6
9003303201,1999,6.700622711,7.439492466,0.75,0.25,0.38,66
9003303202,1990,1.756185189,2.548409695,0,0.125,0,61.2
9003303202,1999,3.965070161,5.502210506,0,0.125,0,71.56
9003303301,1990,4.66878324,4.847552863,1,0.125,0,51.8
9003303301,1999,9.039211076,9.313590714,1,0.125,0,57
9003303302,1990,3.291656257,2.711420655,0,0.125,0,39.33
9003303302,1999,6.401503551,4.755918888,0,0.125,0,48.33
9003303401,1990,1.828209558,2.62968898,0,0.125,0,30.2
9003303401,1999,3.292616353,4.408182281,0,0.125,0,37.67
9003303402,1990,0.690488186,1.005711773,0,0.125,0,29.5
9003303501,1990,6.222772049,6.024720196,1,0.125,0,140.25
9003303502,1990,4.204646913,4.412253785,1,0.125,0,143
9003303601,1990,2.95130114,3.268161138,1,0.125,0,98.2
9003303601,1999,6.422364236,6.921908793,1,0.125,0,103.13
9003303602,1990,3.27382373,3.8314864,0.6,0.25,0.48,73.2
9003303602,1999,8.718646303,8.817068278,0.88,0.25,0.22,74.63
9003303701,1990,2.184944468,2.611945265,0.8,0.25,0.32,57.6
9003303701,1999,2.761736071,3.098163277,1,0.125,0,66
9003303702,1990,2.255821582,2.935604706,0.4,0.25,0.48,53.8
9003303702,1999,4.860299058,5.913382153,0.56,0.25,0.49,58.63
9003303801,1990,4.254083938,4.588786159,0.8,0.25,0.32,56.8
9003303801,1999,8.958248554,9.70083599,0.67,0.25,0.44,65.33
9003303802,1990,4.737488663,5.032931962,0.8,0.25,0.32,51.4
9003303802,1999,10.59477303,10.75394811,0.89,0.25,0.2,56.67
9003303901,1990,4.372831565,4.559330586,1,0.125,0,84.6
9003303901,1999,9.112496919,8.773337308,0.88,0.25,0.22,90.75
9003303902,1990,9.696145761,8.58438936,0.8,0.25,0.32,83.4
9003303902,1999,18.5476246,16.68019823,0.89,0.25,0.2,81.75
9003304001,1990,1.783264109,2.387057496,0.4,0.25,0.48,42.8
9003304001,1999,2.390834739,3.079866641,0.5,0.25,0.5,53.33
9003304002,1990,2.165017203,2.600384204,0.8,0.25,0.32,55.2
9003304002,1999,1.641622179,2.022632749,0.75,0.25,0.38,64
9003304101,1990,7.361149949,8.237909389,0,0.125,0,58
9003304101,1999,3.591882519,3.892810289,0,0.125,0,NA
9003304202,1990,4.662596461,5.222432831,0.4,0.25,0.48,56.2
9003304202,1999,5.51366654,5.962994184,0.4,0.25,0.48,65.75
9003304301,1990,6.613180734,5.83753154,0.8,0.25,0.32,82.75
9003304301,1999,14.1476448,12.65111822,0.88,0.25,0.22,85.14
9003304302,1990,5.730664791,5.810237383,1,0.125,0,72.6
9003304302,1999,13.56552555,13.37453904,1,0.125,0,77.63
9003304401,1990,3.051034437,3.980774883,0,0.125,0,60.6
9003304401,1999,6.21596956,7.894847471,0,0.125,0,70.33
9003304402,1990,1.949445956,2.763445429,0,0.125,0,29.2
9003304402,1999,3.537437163,4.519168466,0,0.125,0,38.2
9003304501,1990,2.676731399,3.006227709,1,0.125,0,57.25
9003304501,1999,5.759804006,6.21160726,1,0.125,0,63.29
9003304502,1990,2.358792781,2.706695699,1,0.125,0,57.8
9003304502,1999,4.405807805,4.857103304,1,0.125,0,64.14
9003304602,1990,3.995999453,4.821867201,0.2,0.25,0.32,64.2
9003304602,1999,3.771578863,4.322228306,0.25,0.25,0.38,74
9003304701,1990,3.234742242,3.55532784,1,0.125,0,94
9003304701,1999,7.699068212,8.114155771,1,0.125,0,104.89
9003304702,1990,13.32376627,10.52307875,0.6,0.25,0.48,92.2
9003304702,1999,41.59046105,33.85204314,0.75,0.25,0.38,105.7
9003304901,1990,2.686192969,3.029751955,1,0.125,0,102
9003304901,1999,4.663147246,5.198054072,1,0.125,0,111.5
9003304902,1990,12.96428514,11.65802308,1,0.125,0,115.4
9003304902,1999,2.045068124,1.91134497,1,0.125,0,130
9003305001,1990,0.670134156,0.979623988,0,0.125,0,22
9003305001,1999,1.098342443,1.468807663,0,0.125,0,31
9003305002,1990,0.555827162,0.841695504,0,0.125,0,31
9003305002,1999,0.970872164,1.33042679,0,0.125,0,40
9003305101,1990,5.426992395,5.699854383,0.8,0.25,0.32,125
9003305101,1999,9.343859731,9.728532271,0.89,0.25,0.2,125.25
9003305102,1990,6.174942675,6.114192755,1,0.125,0,112.2
9003305201,1990,3.196934902,3.667771724,0.8,0.25,0.32,86.4
9003305201,1999,1.60512132,1.878974,0.5,0.25,0.5,98.5
9003305202,1990,2.302751936,2.819139584,0.6,0.25,0.48,75.4
9003305301,1990,1.729659258,1.913305324,1,0.125,0,111
9003305301,1999,2.15092809,2.317439803,1,0.125,0,120
9003305302,1990,3.592533203,3.879037547,1,0.125,0,93
9003305302,1999,4.406145911,4.616784033,1,0.125,0,102
9003305401,1990,4.18119029,3.692200748,0.2,0.25,0.32,58.4
9003305401,1999,6.734502877,6.214371862,0.38,0.25,0.47,57.71
9003305402,1990,3.671335787,3.803940916,0.8,0.25,0.32,44.8
9003305402,1999,6.845186761,6.918641536,1,0.125,0,45.17
9003305501,1990,4.463258442,4.854992154,0.8,0.25,0.32,73
9003305501,1999,8.852808982,9.540539367,0.78,0.25,0.35,81.11
9003305502,1990,2.738194399,3.290680075,0.6,0.25,0.48,66.4
9003305502,1999,5.807640645,6.964433391,0.44,0.25,0.49,77.33
9003305601,1990,5.656053865,5.633453681,1,0.125,0,83
9003305602,1990,3.093768886,3.495511916,0.8,0.25,0.32,76.8
9003305602,1999,6.408663092,7.034754801,0.89,0.25,0.2,84.13
9003305701,1990,1.782449332,2.576357303,0,0.125,0,54
9003305701,1999,2.142582719,2.994716914,0,0.125,0,62
9003305702,1990,2.529452736,3.100123631,0.4,0.25,0.48,53.6
9003305702,1999,5.052643255,6.092427801,0.38,0.25,0.47,62
9003305901,1990,0.62931553,0.823549665,0,0.125,0,75
9003305902,1990,3.019440819,3.946644621,0,0.125,0,66
9003305902,1999,6.842068266,8.600273252,0,0.125,0,75.78
9003306001,1990,2.293860138,2.64838774,1,0.125,0,82.8
9003306001,1999,6.470320565,6.957748082,1,0.125,0,91.89
9003306002,1990,2.997402742,3.319431931,1,0.125,0,83.25
9003306002,1999,6.850611853,7.194699566,1,0.125,0,94.38
9003306101,1990,6.579383189,6.719338898,0.6,0.25,0.48,83.4
9003306101,1999,16.22505339,15.23863446,0.89,0.25,0.2,91.75
9003306102,1990,10.67847402,11.08851516,0,0.125,0,121
9003306102,1999,18.24855964,19.16069926,0,0.125,0,122.25
9003306201,1990,10.04737038,10.23812373,0.2,0.25,0.32,67
9003306201,1999,19.78164813,19.87265955,0.22,0.25,0.35,72.78
9003306202,1990,4.023708007,4.631411288,0.4,0.25,0.48,61.4
9003306202,1999,8.871491367,10.07063914,0.33,0.25,0.44,74.89
9003306301,1990,4.370859711,4.978695506,0.4,0.25,0.48,80
9003306301,1999,5.605464931,6.122687622,0.4,0.25,0.48,89
9003306302,1990,3.221001946,4.127700888,0,0.125,0,72
9003306302,1999,7.605335278,9.358980444,0,0.125,0,79.67
9003306401,1990,7.63804401,7.452008571,1,0.25,0.48,150
9003306401,1999,9.330158394,9.571301842,1,0.25,0.2,130.29
9003306402,1990,4.023212533,4.319111846,1,0.25,0.48,158.4
9003306402,1999,8.070296792,8.38800212,1,0.25,0.47,165
9003306501,1990,5.967484735,5.719558452,1,0.125,0,169
9003306501,1999,15.65595984,14.80338565,1,0.125,0,158.13
9003306502,1990,4.148443826,4.377972726,1,0.125,0,185.25
9003306502,1999,7.219517648,7.526602547,1,0.125,0,171.5
9003306601,1990,2.581802605,2.565701021,0,0.25,0.32,34.8
9003306601,1999,5.413746051,5.657530847,0,0.25,0.49,40.86
9003306602,1990,1.672254228,2.447979261,0,0.125,0,28
9003306602,1999,4.621494457,5.976515599,0,0.125,0,35.86
9003400101,1990,13.83393564,12.27503188,1,0.125,0,153.2
9003400102,1990,11.56980045,10.27547099,1,0.125,0,144.8
9003400201,1990,2.146900256,2.497792354,1,0.125,0,126.6
9003400201,1999,5.024205873,5.511157762,1,0.125,0,130.75
9003400202,1990,4.10953958,4.307098395,1,0.125,0,80.6
9003400202,1999,10.41530901,10.39208691,0.88,0.25,0.22,103.71
9003400301,1990,2.070029314,2.57550279,0.6,0.25,0.48,54.4
9003400301,1999,4.170149124,4.999807009,0.63,0.25,0.47,60.88
9003400302,1990,2.986511866,3.419812099,0.8,0.25,0.32,50.8
9003400302,1999,6.997775491,7.576616702,0.89,0.25,0.2,59.78
9003400401,1990,2.227932441,2.990042224,0.2,0.25,0.32,53.6
9003400402,1990,0.312359788,0.463246686,0,0.125,0,24
9003400501,1990,2.491636166,3.380253164,0,0.125,0,63.2
9003400501,1999,5.292846154,6.801472697,0,0.125,0,71
9003400502,1990,3.401777711,3.826510118,0.6,0.25,0.48,95.6
9003400601,1990,9.835131916,9.453429286,0.6,0.375,0.64,110.6
9003400601,1999,22.65880705,20.68012426,0.89,0.375,0.37,124
9003400602,1990,8.045244108,7.65719227,1,0.125,0,114
9003400602,1999,12.3648319,12.35299364,0.89,0.25,0.2,127.89
9003400701,1990,2.082171232,2.922887539,0,0.125,0,43.2
9003400702,1990,2.97931016,3.918847809,0,0.125,0,43.6
9003400901,1990,2.473726644,2.891823471,1,0.25,0.48,91
